Region,Codigo region,Poblacion,fecha,numero
Maule,07,1131939,2020-09-01,1539
Nuble,16,511551,2020-09-01,468
Biobio,08,1663696,2020-09-01,1599
Araucania,09,1014343,2020-09-01,847
Los Rios,14,405835,2020-09-01,416
Los Lagos,10,891440,2020-09-01,1561
Aysen,11,107297,2020-09-01,46
Magallanes,12,178362,2020-09-01,554
Arica y Parinacota,15,252110,2020-09-02,202
Tarapaca,01,382773,2020-09-02,488
Antofagasta,02,691854,2020-09-02,1224
Atacama,03,314709,2020-09-02,503
Coquimbo,04,836096,2020-09-02,918
Valparaiso,05,1960170,2020-09-02,3012
Metropolitana,13,8125072,2020-09-02,8344
OHiggins,06,991063,2020-09-02,706
Maule,07,1131939,2020-09-02,1268
Nuble,16,511551,2020-09-02,548
Biobio,08,1663696,2020-09-02,1955
Araucania,09,1014343,2020-09-02,1025
Los Rios,14,405835,2020-09-02,169
Los Lagos,10,891440,2020-09-02,1772
Aysen,11,107297,2020-09-02,97
Magallanes,12,178362,2020-09-02,515
Arica y Parinacota,15,252110,2020-09-03,611
Tarapaca,01,382773,2020-09-03,378
Antofagasta,02,691854,2020-09-03,1389
Atacama,03,314709,2020-09-03,191
Coquimbo,04,836096,2020-09-03,1032
Valparaiso,05,1960170,2020-09-03,2539
Metropolitana,13,8125072,2020-09-03,11342
OHiggins,06,991063,2020-09-03,1103
Maule,07,1131939,2020-09-03,1442
Nuble,16,511551,2020-09-03,650
Biobio,08,1663696,2020-09-03,2297
Araucania,09,1014343,2020-09-03,899
Los Rios,14,405835,2020-09-03,480
Los Lagos,10,891440,2020-09-03,2155
Aysen,11,107297,2020-09-03,201
Magallanes,12,178362,2020-09-03,533
Arica y Parinacota,15,252110,2020-09-04,587
Tarapaca,01,382773,2020-09-04,699
Antofagasta,02,691854,2020-09-04,881
Atacama,03,314709,2020-09-04,479
Coquimbo,04,836096,2020-09-04,1006
Valparaiso,05,1960170,2020-09-04,3461
Metropolitana,13,8125072,2020-09-04,12463
OHiggins,06,991063,2020-09-04,1519
Maule,07,1131939,2020-09-04,1686
Nuble,16,511551,2020-09-04,886
Biobio,08,1663696,2020-09-04,3468
Araucania,09,1014343,2020-09-04,1061
Los Rios,14,405835,2020-09-04,466
Los Lagos,10,891440,2020-09-04,2614
Aysen,11,107297,2020-09-04,147
Magallanes,12,178362,2020-09-04,545
Arica y Parinacota,15,252110,2020-09-05,595
Tarapaca,01,382773,2020-09-05,650
Antofagasta,02,691854,2020-09-05,912
Atacama,03,314709,2020-09-05,512
Coquimbo,04,836096,2020-09-05,1056
Valparaiso,05,1960170,2020-09-05,3460
Metropolitana,13,8125072,2020-09-05,13870
OHiggins,06,991063,2020-09-05,1507
Maule,07,1131939,2020-09-05,1838
Nuble,16,511551,2020-09-05,829
Biobio,08,1663696,2020-09-05,3472
Araucania,09,1014343,2020-09-05,1142
Los Rios,14,405835,2020-09-05,492
Los Lagos,10,891440,2020-09-05,3120
Aysen,11,107297,2020-09-05,232
Magallanes,12,178362,2020-09-05,908
Arica y Parinacota,15,252110,2020-09-06,686
Tarapaca,01,382773,2020-09-06,940
Antofagasta,02,691854,2020-09-06,1529
Atacama,03,314709,2020-09-06,590
Coquimbo,04,836096,2020-09-06,1168
Valparaiso,05,1960170,2020-09-06,3877
Metropolitana,13,8125072,2020-09-06,13982
OHiggins,06,991063,2020-09-06,1314
Maule,07,1131939,2020-09-06,1642
Nuble,16,511551,2020-09-06,783
Biobio,08,1663696,2020-09-06,3032
Araucania,09,1014343,2020-09-06,1077
Los Rios,14,405835,2020-09-06,393
Los Lagos,10,891440,2020-09-06,3351
Aysen,11,107297,2020-09-06,202
Magallanes,12,178362,2020-09-06,723
Arica y Parinacota,15,252110,2020-09-07,925
Tarapaca,01,382773,2020-09-07,920
Antofagasta,02,691854,2020-09-07,1919
Atacama,03,314709,2020-09-07,804
Coquimbo,04,836096,2020-09-07,1159
Valparaiso,05,1960170,2020-09-07,2995
Metropolitana,13,8125072,2020-09-07,12005
OHiggins,06,991063,2020-09-07,1328
Maule,07,1131939,2020-09-07,1803
Nuble,16,511551,2020-09-07,388
Biobio,08,1663696,2020-09-07,2326
Araucania,09,1014343,2020-09-07,960
Los Rios,14,405835,2020-09-07,412
Los Lagos,10,891440,2020-09-07,1974
Aysen,11,107297,2020-09-07,143
Magallanes,12,178362,2020-09-07,926
Arica y Parinacota,15,252110,2020-09-08,660
Tarapaca,01,382773,2020-09-08,728
Antofagasta,02,691854,2020-09-08,4074
Atacama,03,314709,2020-09-08,813
Coquimbo,04,836096,2020-09-08,705
Valparaiso,05,1960170,2020-09-08,2014
Metropolitana,13,8125072,2020-09-08,9554
OHiggins,06,991063,2020-09-08,1214
Maule,07,1131939,2020-09-08,1191
Nuble,16,511551,2020-09-08,628
Biobio,08,1663696,2020-09-08,1812
Araucania,09,1014343,2020-09-08,891
Los Rios,14,405835,2020-09-08,569
Los Lagos,10,891440,2020-09-08,2406
Aysen,11,107297,2020-09-08,80
Magallanes,12,178362,2020-09-08,641
Arica y Parinacota,15,252110,2020-09-09,442
Tarapaca,01,382773,2020-09-09,605
Antofagasta,02,691854,2020-09-09,821
Atacama,03,314709,2020-09-09,427
Coquimbo,04,836096,2020-09-09,1062
Valparaiso,05,1960170,2020-09-09,1619
Metropolitana,13,8125072,2020-09-09,8312
OHiggins,06,991063,2020-09-09,531
Maule,07,1131939,2020-09-09,1517
Nuble,16,511551,2020-09-09,525
Biobio,08,1663696,2020-09-09,2907
Araucania,09,1014343,2020-09-09,967
Los Rios,14,405835,2020-09-09,436
Los Lagos,10,891440,2020-09-09,1315
Aysen,11,107297,2020-09-09,138
Magallanes,12,178362,2020-09-09,181
Arica y Parinacota,15,252110,2020-09-10,489
Tarapaca,01,382773,2020-09-10,684
Antofagasta,02,691854,2020-09-10,1302
Atacama,03,314709,2020-09-10,253
Coquimbo,04,836096,2020-09-10,1025
Valparaiso,05,1960170,2020-09-10,2573
Metropolitana,13,8125072,2020-09-10,10069
OHiggins,06,991063,2020-09-10,1194
Maule,07,1131939,2020-09-10,1855
Nuble,16,511551,2020-09-10,689
Biobio,08,1663696,2020-09-10,3946
Araucania,09,1014343,2020-09-10,1197
Los Rios,14,405835,2020-09-10,477
Los Lagos,10,891440,2020-09-10,2203
Aysen,11,107297,2020-09-10,180
Magallanes,12,178362,2020-09-10,177
Arica y Parinacota,15,252110,2020-09-11,677
Tarapaca,01,382773,2020-09-11,743
Antofagasta,02,691854,2020-09-11,1062
Atacama,03,314709,2020-09-11,575
Coquimbo,04,836096,2020-09-11,1098
Valparaiso,05,1960170,2020-09-11,3227
Metropolitana,13,8125072,2020-09-11,13187
OHiggins,06,991063,2020-09-11,1473
Maule,07,1131939,2020-09-11,2096
Nuble,16,511551,2020-09-11,1018
Biobio,08,1663696,2020-09-11,3005
Araucania,09,1014343,2020-09-11,1195
Los Rios,14,405835,2020-09-11,452
Los Lagos,10,891440,2020-09-11,3757
Aysen,11,107297,2020-09-11,148
Magallanes,12,178362,2020-09-11,369
Arica y Parinacota,15,252110,2020-09-12,658
Tarapaca,01,382773,2020-09-12,778
Antofagasta,02,691854,2020-09-12,1682
Atacama,03,314709,2020-09-12,708
Coquimbo,04,836096,2020-09-12,1410
Valparaiso,05,1960170,2020-09-12,4069
Metropolitana,13,8125072,2020-09-12,14476
OHiggins,06,991063,2020-09-12,1411
Maule,07,1131939,2020-09-12,2296
Nuble,16,511551,2020-09-12,760
Biobio,08,1663696,2020-09-12,3778
Araucania,09,1014343,2020-09-12,1169
Los Rios,14,405835,2020-09-12,559
Los Lagos,10,891440,2020-09-12,3002
Aysen,11,107297,2020-09-12,141
Magallanes,12,178362,2020-09-12,1165
Arica y Parinacota,15,252110,2020-09-13,623
Tarapaca,01,382773,2020-09-13,970
Antofagasta,02,691854,2020-09-13,1426
Atacama,03,314709,2020-09-13,562
Coquimbo,04,836096,2020-09-13,1318
Valparaiso,05,1960170,2020-09-13,4212
Metropolitana,13,8125072,2020-09-13,12448
OHiggins,06,991063,2020-09-13,2001
Maule,07,1131939,2020-09-13,2394
Nuble,16,511551,2020-09-13,1173
Biobio,08,1663696,2020-09-13,2869
Araucania,09,1014343,2020-09-13,1174
Los Rios,14,405835,2020-09-13,622
Los Lagos,10,891440,2020-09-13,3197
Aysen,11,107297,2020-09-13,228
Magallanes,12,178362,2020-09-13,1081
Arica y Parinacota,15,252110,2020-09-14,656
Tarapaca,01,382773,2020-09-14,715
Antofagasta,02,691854,2020-09-14,2161
Atacama,03,314709,2020-09-14,841
Coquimbo,04,836096,2020-09-14,1472
Valparaiso,05,1960170,2020-09-14,3345
Metropolitana,13,8125072,2020-09-14,11868
OHiggins,06,991063,2020-09-14,1039
Maule,07,1131939,2020-09-14,1997
Nuble,16,511551,2020-09-14,1014
Biobio,08,1663696,2020-09-14,3269
Araucania,09,1014343,2020-09-14,1031
Los Rios,14,405835,2020-09-14,537
Los Lagos,10,891440,2020-09-14,2010
Aysen,11,107297,2020-09-14,132
Magallanes,12,178362,2020-09-14,490
Arica y Parinacota,15,252110,2020-09-15,598
Tarapaca,01,382773,2020-09-15,587
Antofagasta,02,691854,2020-09-15,3530
Atacama,03,314709,2020-09-15,627
Coquimbo,04,836096,2020-09-15,1491
Valparaiso,05,1960170,2020-09-15,1910
Metropolitana,13,8125072,2020-09-15,9321
OHiggins,06,991063,2020-09-15,1027
Maule,07,1131939,2020-09-15,1658
Nuble,16,511551,2020-09-15,537
Biobio,08,1663696,2020-09-15,1874
Araucania,09,1014343,2020-09-15,1039
Los Rios,14,405835,2020-09-15,526
Los Lagos,10,891440,2020-09-15,1940
Aysen,11,107297,2020-09-15,216
Magallanes,12,178362,2020-09-15,316
Arica y Parinacota,15,252110,2020-09-16,313
Tarapaca,01,382773,2020-09-16,476
Antofagasta,02,691854,2020-09-16,876
Atacama,03,314709,2020-09-16,485
Coquimbo,04,836096,2020-09-16,476
Valparaiso,05,1960170,2020-09-16,2330
Metropolitana,13,8125072,2020-09-16,9257
OHiggins,06,991063,2020-09-16,616
Maule,07,1131939,2020-09-16,1631
Nuble,16,511551,2020-09-16,393
Biobio,08,1663696,2020-09-16,2041
Araucania,09,1014343,2020-09-16,1136
Los Rios,14,405835,2020-09-16,349
Los Lagos,10,891440,2020-09-16,1678
Aysen,11,107297,2020-09-16,125
Magallanes,12,178362,2020-09-16,920
Arica y Parinacota,15,252110,2020-09-17,581
Tarapaca,01,382773,2020-09-17,772
Antofagasta,02,691854,2020-09-17,1060
Atacama,03,314709,2020-09-17,340
Coquimbo,04,836096,2020-09-17,915
Valparaiso,05,1960170,2020-09-17,2865
Metropolitana,13,8125072,2020-09-17,11193
OHiggins,06,991063,2020-09-17,1305
Maule,07,1131939,2020-09-17,2087
Nuble,16,511551,2020-09-17,931
Biobio,08,1663696,2020-09-17,3807
Araucania,09,1014343,2020-09-17,924
Los Rios,14,405835,2020-09-17,492
Los Lagos,10,891440,2020-09-17,3300
Aysen,11,107297,2020-09-17,224
Magallanes,12,178362,2020-09-17,850
Arica y Parinacota,15,252110,2020-09-18,471
Tarapaca,01,382773,2020-09-18,709
Antofagasta,02,691854,2020-09-18,912
Atacama,03,314709,2020-09-18,749
Coquimbo,04,836096,2020-09-18,1667
Valparaiso,05,1960170,2020-09-18,4133
Metropolitana,13,8125072,2020-09-18,11187
OHiggins,06,991063,2020-09-18,1592
Maule,07,1131939,2020-09-18,2312
Nuble,16,511551,2020-09-18,971
Biobio,08,1663696,2020-09-18,3396
Araucania,09,1014343,2020-09-18,1539
Los Rios,14,405835,2020-09-18,653
Los Lagos,10,891440,2020-09-18,2193
Aysen,11,107297,2020-09-18,264
Magallanes,12,178362,2020-09-18,492
Arica y Parinacota,15,252110,2020-09-19,734
Tarapaca,01,382773,2020-09-19,644
Antofagasta,02,691854,2020-09-19,1347
Atacama,03,314709,2020-09-19,692
Coquimbo,04,836096,2020-09-19,1297
Valparaiso,05,1960170,2020-09-19,3621
Metropolitana,13,8125072,2020-09-19,11755
OHiggins,06,991063,2020-09-19,1603
Maule,07,1131939,2020-09-19,1735
Nuble,16,511551,2020-09-19,1257
Biobio,08,1663696,2020-09-19,3266
Araucania,09,1014343,2020-09-19,1173
Los Rios,14,405835,2020-09-19,526
Los Lagos,10,891440,2020-09-19,4158
Aysen,11,107297,2020-09-19,347
Magallanes,12,178362,2020-09-19,667
Arica y Parinacota,15,252110,2020-09-20,680
Tarapaca,01,382773,2020-09-20,722
Antofagasta,02,691854,2020-09-20,1796
Atacama,03,314709,2020-09-20,884
Coquimbo,04,836096,2020-09-20,750
Valparaiso,05,1960170,2020-09-20,2068
Metropolitana,13,8125072,2020-09-20,10089
OHiggins,06,991063,2020-09-20,1338
Maule,07,1131939,2020-09-20,1749
Nuble,16,511551,2020-09-20,870
Biobio,08,1663696,2020-09-20,2085
Araucania,09,1014343,2020-09-20,1012
Los Rios,14,405835,2020-09-20,583
Los Lagos,10,891440,2020-09-20,2035
Aysen,11,107297,2020-09-20,128
Magallanes,12,178362,2020-09-20,831
Arica y Parinacota,15,252110,2020-09-21,215
Tarapaca,01,382773,2020-09-21,699
Antofagasta,02,691854,2020-09-21,2915
Atacama,03,314709,2020-09-21,688
Coquimbo,04,836096,2020-09-21,521
Valparaiso,05,1960170,2020-09-21,897
Metropolitana,13,8125072,2020-09-21,3460
OHiggins,06,991063,2020-09-21,905
Maule,07,1131939,2020-09-21,1432
Nuble,16,511551,2020-09-21,423
Biobio,08,1663696,2020-09-21,1355
Araucania,09,1014343,2020-09-21,1340
Los Rios,14,405835,2020-09-21,413
Los Lagos,10,891440,2020-09-21,515
Aysen,11,107297,2020-09-21,126
Magallanes,12,178362,2020-09-21,918
Arica y Parinacota,15,252110,2020-09-22,491
Tarapaca,01,382773,2020-09-22,354
Antofagasta,02,691854,2020-09-22,2189
Atacama,03,314709,2020-09-22,197
Coquimbo,04,836096,2020-09-22,349
Valparaiso,05,1960170,2020-09-22,614
Metropolitana,13,8125072,2020-09-22,3534
OHiggins,06,991063,2020-09-22,290
Maule,07,1131939,2020-09-22,1147
Nuble,16,511551,2020-09-22,159
Biobio,08,1663696,2020-09-22,1291
Araucania,09,1014343,2020-09-22,1056
Los Rios,14,405835,2020-09-22,428
Los Lagos,10,891440,2020-09-22,665
Aysen,11,107297,2020-09-22,87
Magallanes,12,178362,2020-09-22,538
Arica y Parinacota,15,252110,2020-09-23,350
Tarapaca,01,382773,2020-09-23,166
Antofagasta,02,691854,2020-09-23,888
Atacama,03,314709,2020-09-23,306
Coquimbo,04,836096,2020-09-23,754
Valparaiso,05,1960170,2020-09-23,1318
Metropolitana,13,8125072,2020-09-23,4714
OHiggins,06,991063,2020-09-23,504
Maule,07,1131939,2020-09-23,1142
Nuble,16,511551,2020-09-23,335
Biobio,08,1663696,2020-09-23,1609
Araucania,09,1014343,2020-09-23,1002
Los Rios,14,405835,2020-09-23,554
Los Lagos,10,891440,2020-09-23,819
Aysen,11,107297,2020-09-23,285
Magallanes,12,178362,2020-09-23,827
Arica y Parinacota,15,252110,2020-09-24,625
Tarapaca,01,382773,2020-09-24,509
Antofagasta,02,691854,2020-09-24,1447
Atacama,03,314709,2020-09-24,170
Coquimbo,04,836096,2020-09-24,689
Valparaiso,05,1960170,2020-09-24,2240
Metropolitana,13,8125072,2020-09-24,10813
OHiggins,06,991063,2020-09-24,1147
Maule,07,1131939,2020-09-24,1631
Nuble,16,511551,2020-09-24,910
Biobio,08,1663696,2020-09-24,3194
Araucania,09,1014343,2020-09-24,730
Los Rios,14,405835,2020-09-24,572
Los Lagos,10,891440,2020-09-24,3689
Aysen,11,107297,2020-09-24,244
Magallanes,12,178362,2020-09-24,468
Arica y Parinacota,15,252110,2020-09-25,680
Tarapaca,01,382773,2020-09-25,915
Antofagasta,02,691854,2020-09-25,1261
Atacama,03,314709,2020-09-25,753
Coquimbo,04,836096,2020-09-25,1600
Valparaiso,05,1960170,2020-09-25,3833
Metropolitana,13,8125072,2020-09-25,12544
OHiggins,06,991063,2020-09-25,1694
Maule,07,1131939,2020-09-25,2030
Nuble,16,511551,2020-09-25,1175
Biobio,08,1663696,2020-09-25,3913
Araucania,09,1014343,2020-09-25,1481
Los Rios,14,405835,2020-09-25,706
Los Lagos,10,891440,2020-09-25,3631
Aysen,11,107297,2020-09-25,319
Magallanes,12,178362,2020-09-25,1118
Arica y Parinacota,15,252110,2020-09-26,739
Tarapaca,01,382773,2020-09-26,757
Antofagasta,02,691854,2020-09-26,1733
Atacama,03,314709,2020-09-26,754
Coquimbo,04,836096,2020-09-26,1065
Valparaiso,05,1960170,2020-09-26,3876
Metropolitana,13,8125072,2020-09-26,12508
OHiggins,06,991063,2020-09-26,1612
Maule,07,1131939,2020-09-26,2101
Nuble,16,511551,2020-09-26,1129
Biobio,08,1663696,2020-09-26,4446
Araucania,09,1014343,2020-09-26,1214
Los Rios,14,405835,2020-09-26,854
Los Lagos,10,891440,2020-09-26,4100
Aysen,11,107297,2020-09-26,273
Magallanes,12,178362,2020-09-26,1000
Arica y Parinacota,15,252110,2020-09-27,820
Tarapaca,01,382773,2020-09-27,1023
Antofagasta,02,691854,2020-09-27,2139
Atacama,03,314709,2020-09-27,566
Coquimbo,04,836096,2020-09-27,1498
Valparaiso,05,1960170,2020-09-27,3451
Metropolitana,13,8125072,2020-09-27,12923
OHiggins,06,991063,2020-09-27,1754
Maule,07,1131939,2020-09-27,2233
Nuble,16,511551,2020-09-27,1180
Biobio,08,1663696,2020-09-27,3828
Araucania,09,1014343,2020-09-27,1328
Los Rios,14,405835,2020-09-27,913
Los Lagos,10,891440,2020-09-27,4799
Aysen,11,107297,2020-09-27,343
Magallanes,12,178362,2020-09-27,607
Arica y Parinacota,15,252110,2020-09-28,862
Tarapaca,01,382773,2020-09-28,791
Antofagasta,02,691854,2020-09-28,2225
Atacama,03,314709,2020-09-28,859
Coquimbo,04,836096,2020-09-28,1502
Valparaiso,05,1960170,2020-09-28,2963
Metropolitana,13,8125072,2020-09-28,13982
OHiggins,06,991063,2020-09-28,1422
Maule,07,1131939,2020-09-28,2090
Nuble,16,511551,2020-09-28,1110
Biobio,08,1663696,2020-09-28,3673
Araucania,09,1014343,2020-09-28,1081
Los Rios,14,405835,2020-09-28,859
Los Lagos,10,891440,2020-09-28,2548
Aysen,11,107297,2020-09-28,142
Magallanes,12,178362,2020-09-28,1364
Arica y Parinacota,15,252110,2020-09-29,919
Tarapaca,01,382773,2020-09-29,1529
Antofagasta,02,691854,2020-09-29,3652
Atacama,03,314709,2020-09-29,685
Coquimbo,04,836096,2020-09-29,796
Valparaiso,05,1960170,2020-09-29,1797
Metropolitana,13,8125072,2020-09-29,7022
OHiggins,06,991063,2020-09-29,1369
Maule,07,1131939,2020-09-29,1811
Nuble,16,511551,2020-09-29,712
Biobio,08,1663696,2020-09-29,2683
Araucania,09,1014343,2020-09-29,1276
Los Rios,14,405835,2020-09-29,701
Los Lagos,10,891440,2020-09-29,2596
Aysen,11,107297,2020-09-29,370
Magallanes,12,178362,2020-09-29,1001
Arica y Parinacota,15,252110,2020-09-30,447
Tarapaca,01,382773,2020-09-30,479
Antofagasta,02,691854,2020-09-30,1064
Atacama,03,314709,2020-09-30,689
Coquimbo,04,836096,2020-09-30,888
Valparaiso,05,1960170,2020-09-30,2171
Metropolitana,13,8125072,2020-09-30,11235
OHiggins,06,991063,2020-09-30,1013
Maule,07,1131939,2020-09-30,1703
Nuble,16,511551,2020-09-30,325
Biobio,08,1663696,2020-09-30,2353
Araucania,09,1014343,2020-09-30,2013
Los Rios,14,405835,2020-09-30,664
Los Lagos,10,891440,2020-09-30,1675
Aysen,11,107297,2020-09-30,283
Magallanes,12,178362,2020-09-30,507
Arica y Parinacota,15,252110,2020-10-01,583
Tarapaca,01,382773,2020-10-01,1011
Antofagasta,02,691854,2020-10-01,1586
Atacama,03,314709,2020-10-01,510
Coquimbo,04,836096,2020-10-01,860
Valparaiso,05,1960170,2020-10-01,3079
Metropolitana,13,8125072,2020-10-01,11881
OHiggins,06,991063,2020-10-01,1299
Maule,07,1131939,2020-10-01,2221
Nuble,16,511551,2020-10-01,630
Biobio,08,1663696,2020-10-01,3798
Araucania,09,1014343,2020-10-01,1692
Los Rios,14,405835,2020-10-01,752
Los Lagos,10,891440,2020-10-01,2932
Aysen,11,107297,2020-10-01,296
Magallanes,12,178362,2020-10-01,403
Arica y Parinacota,15,252110,2020-10-02,765
Tarapaca,01,382773,2020-10-02,803
Antofagasta,02,691854,2020-10-02,1247
Atacama,03,314709,2020-10-02,746
Coquimbo,04,836096,2020-10-02,1132
Valparaiso,05,1960170,2020-10-02,3626
Metropolitana,13,8125072,2020-10-02,13990
OHiggins,06,991063,2020-10-02,1345
Maule,07,1131939,2020-10-02,2635
Nuble,16,511551,2020-10-02,1012
Biobio,08,1663696,2020-10-02,3978
Araucania,09,1014343,2020-10-02,1819
Los Rios,14,405835,2020-10-02,975
Los Lagos,10,891440,2020-10-02,3933
Aysen,11,107297,2020-10-02,242
Magallanes,12,178362,2020-10-02,426
Arica y Parinacota,15,252110,2020-10-03,726
Tarapaca,01,382773,2020-10-03,802
Antofagasta,02,691854,2020-10-03,1406
Atacama,03,314709,2020-10-03,1056
Coquimbo,04,836096,2020-10-03,1121
Valparaiso,05,1960170,2020-10-03,3539
Metropolitana,13,8125072,2020-10-03,12062
OHiggins,06,991063,2020-10-03,1987
Maule,07,1131939,2020-10-03,1871
Nuble,16,511551,2020-10-03,914
Biobio,08,1663696,2020-10-03,3004
Araucania,09,1014343,2020-10-03,1620
Los Rios,14,405835,2020-10-03,799
Los Lagos,10,891440,2020-10-03,3703
Aysen,11,107297,2020-10-03,248
Magallanes,12,178362,2020-10-03,840
Arica y Parinacota,15,252110,2020-10-04,862
Tarapaca,01,382773,2020-10-04,692
Antofagasta,02,691854,2020-10-04,1980
Atacama,03,314709,2020-10-04,736
Coquimbo,04,836096,2020-10-04,1142
Valparaiso,05,1960170,2020-10-04,3899
Metropolitana,13,8125072,2020-10-04,11699
OHiggins,06,991063,2020-10-04,1550
Maule,07,1131939,2020-10-04,2211
Nuble,16,511551,2020-10-04,879
Biobio,08,1663696,2020-10-04,3141
Araucania,09,1014343,2020-10-04,1647
Los Rios,14,405835,2020-10-04,826
Los Lagos,10,891440,2020-10-04,3875
Aysen,11,107297,2020-10-04,294
Magallanes,12,178362,2020-10-04,900
Arica y Parinacota,15,252110,2020-10-05,1158
Tarapaca,01,382773,2020-10-05,1070
Antofagasta,02,691854,2020-10-05,3281
Atacama,03,314709,2020-10-05,824
Coquimbo,04,836096,2020-10-05,1049
Valparaiso,05,1960170,2020-10-05,2905
Metropolitana,13,8125072,2020-10-05,12870
OHiggins,06,991063,2020-10-05,1277
Maule,07,1131939,2020-10-05,2146
Nuble,16,511551,2020-10-05,960
Biobio,08,1663696,2020-10-05,2544
Araucania,09,1014343,2020-10-05,1481
Los Rios,14,405835,2020-10-05,668
Los Lagos,10,891440,2020-10-05,3003
Aysen,11,107297,2020-10-05,98
Magallanes,12,178362,2020-10-05,864
Arica y Parinacota,15,252110,2020-10-06,712
Tarapaca,01,382773,2020-10-06,855
Antofagasta,02,691854,2020-10-06,3572
Atacama,03,314709,2020-10-06,807
Coquimbo,04,836096,2020-10-06,1032
Valparaiso,05,1960170,2020-10-06,2052
Metropolitana,13,8125072,2020-10-06,7734
OHiggins,06,991063,2020-10-06,857
Maule,07,1131939,2020-10-06,2019
Nuble,16,511551,2020-10-06,550
Biobio,08,1663696,2020-10-06,1300
Araucania,09,1014343,2020-10-06,1520
Los Rios,14,405835,2020-10-06,657
Los Lagos,10,891440,2020-10-06,1648
Aysen,11,107297,2020-10-06,133
Magallanes,12,178362,2020-10-06,868
Arica y Parinacota,15,252110,2020-10-07,428
Tarapaca,01,382773,2020-10-07,619
Antofagasta,02,691854,2020-10-07,857
Atacama,03,314709,2020-10-07,398
Coquimbo,04,836096,2020-10-07,1009
Valparaiso,05,1960170,2020-10-07,1657
Metropolitana,13,8125072,2020-10-07,7027
OHiggins,06,991063,2020-10-07,385
Maule,07,1131939,2020-10-07,644
Nuble,16,511551,2020-10-07,227
Biobio,08,1663696,2020-10-07,1583
Araucania,09,1014343,2020-10-07,1400
Los Rios,14,405835,2020-10-07,503
Los Lagos,10,891440,2020-10-07,1904
Aysen,11,107297,2020-10-07,368
Magallanes,12,178362,2020-10-07,697
Arica y Parinacota,15,252110,2020-10-08,619
Tarapaca,01,382773,2020-10-08,1076
Antofagasta,02,691854,2020-10-08,1481
Atacama,03,314709,2020-10-08,285
Coquimbo,04,836096,2020-10-08,980
Valparaiso,05,1960170,2020-10-08,3108
Metropolitana,13,8125072,2020-10-08,11899
OHiggins,06,991063,2020-10-08,1014
Maule,07,1131939,2020-10-08,1631
Nuble,16,511551,2020-10-08,790
Biobio,08,1663696,2020-10-08,3770
Araucania,09,1014343,2020-10-08,1733
Los Rios,14,405835,2020-10-08,643
Los Lagos,10,891440,2020-10-08,2957
Aysen,11,107297,2020-10-08,219
